vernacular,scientific,size,wingspan,order,family,map_url,image_url,audio_url
Macreuse à front blanc,Melanitta perspicillata,55 cm,78 à 92 cm.,Ansériformes,Anatidés,,"['https://www.oiseaux.net/photos/stanislas.gallen/images/macreuse.a.front.blanc.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/macreuse.a.front.blanc.jefe.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/macreuse.a.front.blanc.jefe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/macreuse.a.front.blanc.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/macreuse.a.front.blanc.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/timeo.constant/images/macreuse.a.front.blanc.tico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/timeo.constant/images/macreuse.a.front.blanc.tico.2p.152.h.jpg', 'https://www.oiseaux.net/photos/gilles.touratier/images/macreuse.a.front.blanc.gito.1p.152.h.jpg', 'https://www.oiseaux.net/photos/samuel.marlin/images/macreuse.a.front.blanc.sama.2p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/macreuse.a.front.blanc.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/macreuse.a.front.blanc.mica.1p.152.h.jpg', 'https://www.oiseaux.net/photos/samuel.marlin/images/macreuse.a.front.blanc.sama.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/macreuse.a.front.blanc.auau.2p.152.h.jpg']",
Bec-croisé perroquet,Loxia pytyopsittacus,18 cm,30 à 33 cm.,Passériformes,Fringillidés,,"['https://www.oiseaux.net/photos/herve.enoch/images/id/bec-croise.perroquet.heen.3p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/bec-croise.perroquet.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/bec-croise.perroquet.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/bec-croise.perroquet.heen.1p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/bec-croise.perroquet.huto.2p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/bec-croise.perroquet.palh.2p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/bec-croise.perroquet.palh.1p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/bec-croise.perroquet.huto.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.5p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.6p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/bec-croise.perroquet.jefe.7p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/bec-croise.perroquet.139113.mp3
Tourterelle orientale,Streptopelia orientalis,35 cm,55 à 56 cm.,Columbiformes,Columbidés,,"['https://www.oiseaux.net/photos/herve.michel/images/id/tourterelle.orientale.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/tourterelle.orientale.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/tourterelle.orientale.cala.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/tourterelle.orientale.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/tourterelle.orientale.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/tourterelle.orientale.hemi.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.4p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.5p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.6p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/tourterelle.orientale.juda.7p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/tourterelle.orientale.485678.mp3
Guifette leucoptère,Chlidonias leucopterus,27 cm,58 à 67 cm.,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/marc.fasol/images/id/guifette.leucoptere.mafa.5p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/guifette.leucoptere.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/guifette.leucoptere.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/guifette.leucoptere.hemi.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-marc.rabby/images/id/guifette.leucoptere.jmra.6p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/guifette.leucoptere.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/id/guifette.leucoptere.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/id/guifette.leucoptere.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/id/guifette.leucoptere.yapo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/id/guifette.leucoptere.cyva.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/guifette.leucoptere.yash.1p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/id/guifette.leucoptere.cyva.4p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/guifette.leucoptere.ghri.2p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/guifette.leucoptere.anco.3p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/guifette.leucoptere.anco.5p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/guifette.leucoptere.anco.6p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/guifette.leucoptere.anco.7p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/guifette.leucoptere.anco.8p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/guifette.leucoptere.765290.mp3
Blongios de Sturm,Botaurus sturmii,30 cm,-,Pélécaniformes,Ardéidés,,"['https://www.oiseaux.net/photos/yoann.lombard/images/id/blongios.de.sturm.yolo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.granja/images/id/blongios.de.sturm.frgr.3p.152.h.jpg', 'https://www.oiseaux.net/photos/dietmar.petrausch/images/blongios.de.sturm.dpet.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/blongios.de.sturm.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marine.drouilly/images/blongios.de.sturm.madr.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marine.drouilly/images/blongios.de.sturm.madr.2p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.desroches/images/blongios.de.sturm.gede.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.desroches/images/blongios.de.sturm.gede.2p.152.h.jpg', 'https://www.oiseaux.net/photos/raphael.jordan/images/blongios.de.sturm.rajo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/blongios.de.sturm.hemi.2p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/blongios.de.sturm.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gabriel.leboff/images/blongios.de.sturm.gale.1p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.granja/images/blongios.de.sturm.frgr.2p.152.h.jpg']",
Pigeon biset,Columba livia,34 cm,63 à 70 cm.,Columbiformes,Columbidés,https://www.oiseaux.net/maps/images/pigeon.biset.200.w.jpg,"['https://www.oiseaux.net/photos/jean-michel.fenerole/images/pigeon.biset.jefe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/pigeon.biset.tori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/pigeon.biset.adca.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/pigeon.biset.adca.2p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/pigeon.biset.anco.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/pigeon.biset.adca.3p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/pigeon.biset.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dietmar.petrausch/images/pigeon.biset.dpet.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pigeon.biset.mafa.5p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pigeon.biset.mafa.6p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pigeon.biset.mafa.7p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/pigeon.biset.heen.1p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/pigeon.biset.loep.10p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-marc.rabby/images/pigeon.biset.jmra.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-marc.rabby/images/pigeon.biset.jmra.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dan.stefanescu/images/pigeon.biset.dast.1p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/pigeon.biset.462611.mp3
Râle des genêts,Crex crex,30 cm,42 à 53 cm.,Gruiformes,Rallidés,https://www.oiseaux.net/maps/images/rale.des.genets.200.w.jpg,"['https://www.oiseaux.net/photos/lars.petersson/images/rale.des.genets.lape.4p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/rale.des.genets.lape.3p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/rale.des.genets.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/rale.des.genets.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/alain.fosse/images/rale.des.genets.alfo.1p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/rale.des.genets.140541.mp3
Pouillot à grands sourcils,Phylloscopus inornatus,11 cm,15 à 20 cm.,Passériformes,Phylloscopidés,,"['https://www.oiseaux.net/photos/didier.buysse/images/id/pouillot.a.grands.sourcils.dibu.4p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/pouillot.a.grands.sourcils.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/corentin.morvan/images/id/pouillot.a.grands.sourcils.como.2p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/pouillot.a.grands.sourcils.flle.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/pouillot.a.grands.sourcils.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/pouillot.a.grands.sourcils.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/pouillot.a.grands.sourcils.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/pouillot.a.grands.sourcils.stan.4p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/pouillot.a.grands.sourcils.stan.5p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.5p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.7p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/pouillot.a.grands.sourcils.juda.8p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/pouillot.a.grands.sourcils.134589.mp3
Canard de Chine,Anas zonorhyncha,cm,-,Ansériformes,Anatidés,,"['https://www.oiseaux.net/photos/didier.buysse/images/id/canard.de.chine.dibu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/paul.van.giersbergen/images/canard.de.chine.pava.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.4p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.5p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.8p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.9p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/canard.de.chine.juda.10p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/canard.de.chine.fram.2p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/canard.de.chine.fram.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/canard.de.chine.jefe.6p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/canard.de.chine.jefe.5p.152.h.jpg']",
Goéland à manteau ardoisé,Larus schistisagus,67 cm,132 à 148 cm.,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/goeland.a.manteau.ardoise.auau.5p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/goeland.a.manteau.ardoise.lape.4p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/goeland.a.manteau.ardoise.lape.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/goeland.a.manteau.ardoise.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/goeland.a.manteau.ardoise.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/goeland.a.manteau.ardoise.lape.6p.152.h.jpg', 'https://www.oiseaux.net/photos/raphael.jordan/images/id/goeland.a.manteau.ardoise.rajo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/id/goeland.a.manteau.ardoise.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/goeland.a.manteau.ardoise.tori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/goeland.a.manteau.ardoise.fram.3p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/goeland.a.manteau.ardoise.fram.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/goeland.a.manteau.ardoise.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/goeland.a.manteau.ardoise.fram.2p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/goeland.a.manteau.ardoise.auau.6p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/goeland.a.manteau.ardoise.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/goeland.a.manteau.ardoise.lape.1p.152.h.jpg']",
Fauvette de Rüppell,Curruca ruppeli,14 cm,18 à 21 cm.,Passériformes,Sylviidés,,"['https://www.oiseaux.net/photos/michel.carre/images/id/fauvette.de.ruppell.mica.2p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/fauvette.de.ruppell.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/id/fauvette.de.ruppell.dibu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/fauvette.de.ruppell.dico.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/fauvette.de.ruppell.mica.4p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/fauvette.de.ruppell.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/fauvette.de.ruppell.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/fauvette.de.ruppell.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/fauvette.de.ruppell.stan.4p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/fauvette.de.ruppell.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/fauvette.de.ruppell.thar.3p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/fauvette.de.ruppell.thar.2p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/fauvette.de.ruppell.thar.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/fauvette.de.ruppell.mica.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/fauvette.de.ruppell.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/fauvette.de.ruppell.roba.3p.152.h.jpg']",https://www.oiseaux.net/chant/didier.collin/fauvette.de.ruppell.1.mp3
Moqueur roux,Toxostoma rufum,31 cm,29 à 32 cm.,Passériformes,Mimidés,https://www.oiseaux.net/maps/images/moqueur.roux.200.w.jpg,"['https://www.oiseaux.net/photos/yann.ponthieux/images/moqueur.roux.yapo.4p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/moqueur.roux.yapo.3p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/moqueur.roux.yapo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/moqueur.roux.yapo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.6p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.5p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.3p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.7p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.8p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.9p.152.h.jpg', 'https://www.oiseaux.net/photos/luc.durocher/images/moqueur.roux.ludu.10p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/moqueur.roux.hemi.3p.152.h.jpg']",
Capucin bec-de-plomb,Euodice malabarica,11 cm,-,Passériformes,Estrildidés,,"['https://www.oiseaux.net/photos/singhal.sunil/images/id/capucin.bec-de-plomb.sisu.5p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/capucin.bec-de-plomb.jcja.5p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/capucin.bec-de-plomb.jcja.10p.152.h.jpg', 'https://www.oiseaux.net/photos/arpit.deomurari/images/id/capucin.bec-de-plomb.arde.2p.152.h.jpg', 'https://www.oiseaux.net/photos/arpit.deomurari/images/id/capucin.bec-de-plomb.arde.3p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/capucin.bec-de-plomb.roba.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/capucin.bec-de-plomb.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/capucin.bec-de-plomb.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nicolas.bastide/images/capucin.bec-de-plomb.niba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/capucin.bec-de-plomb.stme.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/capucin.bec-de-plomb.jcja.9p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/capucin.bec-de-plomb.jcja.11p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/capucin.bec-de-plomb.jcja.14p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/capucin.bec-de-plomb.jcja.1p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/capucin.bec-de-plomb.471529.mp3
Pouillot de Schwarz,Phylloscopus schwarzi,14 cm,-,Passériformes,Phylloscopidés,,"['https://www.oiseaux.net/photos/frederic.jiguet/images/id/pouillot.de.schwarz.frji.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nick.smith/images/pouillot.de.schwarz.nism.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nick.smith/images/pouillot.de.schwarz.nism.2p.152.h.jpg', 'https://www.oiseaux.net/photos/nick.smith/images/pouillot.de.schwarz.nism.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pouillot.de.schwarz.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pouillot.de.schwarz.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/pouillot.de.schwarz.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/pouillot.de.schwarz.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/pouillot.de.schwarz.dibu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/pouillot.de.schwarz.frpe.4p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/pouillot.de.schwarz.frpe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/pouillot.de.schwarz.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/pouillot.de.schwarz.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.jiguet/images/pouillot.de.schwarz.frji.2p.152.h.jpg', 'https://www.oiseaux.net/photos/kaelig.morvan/images/pouillot.de.schwarz.kamo.1p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/pouillot.de.schwarz.134591.mp3
